NCT_ID,Brief_Title,Has_Adverse_Events,Total_Deaths,Total_Serious_AEs,Total_Other_AEs,Unique_Serious_Events,Unique_Other_Events,Event_Groups
NCT03037476,Personalized Health Assessment Related to Medications (Project PHARM),True,0,0,0,0,0,2
NCT03358576,Sulopenem Versus Ertapenem for Complicated Intra-abdominal Infection (cIAI),True,8,37,0,32,0,2
NCT02317276,A Study to Determine Serum and Skin Biopsy Biomarkers in Patients Receiving Topical Corticosteroid (...,True,0,0,0,0,0,1
NCT00766376,Safety and Efficacy Evaluation of Erbium Treatment,True,0,0,124,0,12,1
NCT00187876,Evaluation of Biocleanse Allografts For ACL Reconstruction,True,0,0,0,0,0,2
NCT03120676,Study of Atezolizumab in Relapsed or Refractory Hodgkin Lymphoma,True,0,0,0,0,0,1
NCT02159976,Compare Sequential and Quadruple Therapy for the Eradication of Helicobacter Pylori in Korea,True,0,0,165,0,15,2
NCT02579876,Milk Patch for Eosinophilic Esophagitis,True,0,1,20,1,7,2
NCT05103176,Brain State-dependent Stimulation to Improve Movement,True,0,0,1,0,1,3
NCT02998476,A Phase 2 Safety and Efficacy Study of INCB050465 in Subjects With Relapsed or Refractory Diffuse La...,True,96,82,88,54,48,3
NCT00736476,Efficacy and Safety of an H.Pylori Vaccine in H.Pylori-Negative Adults,True,0,1,58,1,18,2
NCT03777176,A Two-Period Open-label Trial Evaluating Efficacy and Safety of Dasiglucagon in Children With Congen...,True,0,5,46,6,72,3
NCT03696927,Active Powered Prosthesis (APEX) for Spinal Cord Injury,True,0,0,0,0,0,1
NCT02637427,Does Plasma Reduce Bleeding in Patients Undergoing Invasive Procedures,True,1,5,0,5,0,2
NCT02283827,Open-label Drug Interaction Study Between Eslicarbazepine Acetate and Phenytoin.,True,0,0,74,0,73,7
NCT04118127,A Clinical Pharmacology Trial of Brexpiprazole Once-weekly (QW) Formulation Administered as Single a...,True,0,1,84,1,101,5
NCT02429427,European Celecoxib Trial in Primary Breast Cancer,True,307,212,449,157,3,2
NCT00859027,Effect Of Risedronate On Bone Mass In Older Men Receiving Neoadjuvant Therapy For Prostate Cancer,True,0,0,0,0,0,2
NCT00957827,Prophylactic Use of Antibiotics for Through and Through Lacerations of the Lip,True,0,0,0,0,0,2
NCT01605227,Study of Cabozantinib (XL184) Versus Prednisone in Men With Metastatic Castration-resistant Prostate...,True,0,601,1007,345,50,2
NCT02940327,Markers of Inflammation and Lung Recovery in ECMO Patients for PPHN,True,3,3,1,3,1,1
NCT01467427,"Safety, Efficacy and Pharmacokinetics of NNC-0156-0000-0009 in Previously Treated Children With Haem...",True,0,7,47,9,124,4
NCT01035060,"Blood Flow, Muscle Regeneration and Sarcopenia",True,0,2,13,2,8,2
NCT03770260,Ixazomib and Pevonedistat in Treating Patients With Multiple Myeloma That Has Come Back or Does Not ...,True,4,1,8,2,40,3
NCT00387660,Irinotecan and Carboplatin in Treating Patients With Metastatic or Recurrent Small Cell Lung Cancer,True,0,4,80,3,7,2
NCT03466060,Clinical Evaluation of 3 Contact Lens Materials With 3 Solution Types,True,0,0,0,0,0,9
NCT01323660,An Exercise Endurance Study to Evaluate the Effects of Treatment of Chronic Obstructive Pulmonary Di...,True,0,16,100,18,10,6
NCT00749476,"Study Evaluating BeneFIX in Patients With Haemophilia B, Previously Treated With Plasma Derived Fact...",True,0,1,1,1,4,1
NCT02299076,Pro-Change Smoking Cessation Intervention,True,0,0,0,0,0,2
NCT00620776,Combined Treatment for Generalized Anxiety Disorder (GAD),True,0,8,49,7,25,2
NCT06131476,Clinical Investigation of Visual Acuity in Contact Lens Wearers After Instillation of a Lipid- Based...,True,0,0,0,0,0,2
NCT03666676,Hearing Study: Sensitivity to Features of Speech Sounds,True,0,0,0,0,0,3
NCT00434876,The Effects of Quetiapine (Seroquel XR) on Sleep During Alcohol Abstinence,True,0,4,10,2,11,2
NCT00891176,"Persistence of Antibodies at 3, 4 and 6 Years of Age After Vaccination With Meningococcal, Pneumococ...",True,0,0,0,0,0,4
NCT03409276,"Evaluating the Safety and Immunogenicity of Env (A,B,C,A/E)/Gag (C) DNA and gp120 (A,B,C,A/E) Protei...",True,0,0,50,0,101,5
NCT03020576,Robotic and Conventional Hand Therapy After Stroke,True,0,0,0,0,0,2
NCT02772276,Pharmacokinetics of MB-102 and Use of the Non-invasive Optical Renal Function Monitor (ORFM) Device ...,True,0,0,25,0,11,13
NCT05014776,"Study of CRS-207, Pembrolizumab, Ipilimumab, and Tadalafil in Metastatic Pancreatic Cancer",True,16,12,17,11,70,1
NCT04782076,A Drug Drug Interaction (DDI) Study of Selpercatinib and Dabigatran in Healthy Participants,True,0,0,0,0,0,2
NCT02123576,Treatment of Type I Hepatorenal Syndrome (HRS) With Pentoxyfylline,True,8,1,0,1,0,2
NCT01870076,The Effect of Healing Touch on Sleep,True,0,0,0,0,0,4
NCT03140176,Real-world Clinical Patterns Of Care And Outcomes Among AfME mRCC Patients Receiving Sunitinib as Fi...,True,33,35,35,27,41,1
NCT01948076,Evaluation of a Pocket-Sized Ultrasound Device As an Aid to the Physical Examination,True,0,0,0,0,0,2
NCT00844376,Bioavailability Study for New Atorvastatin Formulation,True,0,0,2,0,1,2
NCT01093976,Marinol in Trichotillomania or Obsessive Compulsive Disorder,True,0,0,4,0,1,1
NCT05620576,A Chronic Pain Master Protocol (CPMP): A Study of LY3857210 in Participants With Diabetic Peripheral...,True,0,3,23,4,9,2
NCT01134276,Comparison Between Internal and External Preoperative Biliary Drainage in Periampullary Cancers,True,0,52,0,5,0,2
NCT02119676,Study of Ruxolitinib in Colorectal Cancer Patients,True,0,165,382,143,59,4
NCT00250276,Evaluation of the Immune Responses of GSK Biologicals' HPV Vaccine Following Manufacturing Process A...,True,0,21,1356,12,13,5
NCT01524627,Effects of Varenicline on Smoking Reminders,True,0,0,21,0,9,2
NCT01143727,Enzymatic Versus (vs) Autolytic Debridement of Diabetic Foot Ulcers,True,0,2,5,2,2,2
NCT04432727,Study Evaluating Flexitouch Plus With Connectivity on Compliance in 30 Patients With Breast Cancer-R...,True,0,1,9,1,14,2
NCT04610827,Oral Iron Frequency for Childhood Restless Leg Syndrome/Periodic Limb Movement Disorder,True,0,0,2,0,2,3
NCT00713427,Study of the WallFlex™ Biliary Partially-covered Stent for the Palliative Treatment of Malignant Bil...,True,0,9,0,4,0,1
NCT01230827,A Study of the Safety and Efficacy of CNTO 148 (Golimumab) in Children With Juvenile Idiopathic Arth...,True,0,39,151,36,88,4
NCT01954927,Pain Management in Children and Young Adults With Sickle Cell Disease,True,0,0,7,0,7,2
NCT02246127,Sequentiality of Everolimus and STZ-5FU in Advanced Pancreatic Neuroendocrine Tumor,True,61,54,130,54,57,2
NCT02461927,Ketamine for the Rapid Treatment of Major Depressive Disorder and Alcohol Use Disorder,True,0,0,39,0,37,3
NCT01927627,Enzalutamide in Patients With High-risk Prostate Cancer,True,0,2,41,3,59,1
NCT04241627,Cell Phone Support to Promote Medication Adherence Among Adolescents and Young Adults With Chronic I...,True,0,0,0,0,0,3
NCT00601627,"Panitumumab, Chemotherapy, and External-Beam Radiation Therapy in Treating Patients With Locally Adv...",True,0,29,51,60,86,1
NCT03895476,To Measure Pain Perception Following De-Epithelized Free Gingival Graft Harvesting,True,0,0,0,0,0,4
NCT01313676,Study to Evaluate the Effect of Fluticasone Furoate/Vilanterol on Survival in Subjects With Chronic ...,True,0,3780,7391,1046,10,4
NCT01552876,Comparative Clinical Evaluation of Soft Toric Lens Designs,True,0,0,0,0,0,3
NCT00278876,Adjuvant Imatinib in High-risk Gastrointestinal Stromal Tumor (GIST) With C-kit Mutation,True,0,0,47,0,20,1
NCT02343276,Randomized Clinical Trial Comparing Transradial Catheterization With or Without Spasmolytic Drugs,True,0,0,0,0,0,2
NCT03959176,The Effect of Brimonidine,True,0,0,0,0,0,6
NCT00512876,Effectiveness and Safety of Topical Bevacizumab (Avastin) for Treatment of Corneal Neovascularizatio...,True,0,0,0,0,0,1
NCT01489176,Regadenoson Real Time Perfusion Imaging Trial-Optison,True,0,0,50,0,3,1
NCT03614676,"A Study of Outcomes and Events of Interest in Pregnant Women, Neonates and Infants and of RSV Survei...",True,24,0,0,0,0,2
NCT04083976,A Study of Erdafitinib in Participants With Advanced Solid Tumors and Fibroblast Growth Factor Recep...,True,11,135,314,134,149,4
NCT00503776,"Chemo/XRT +/- Amifostine to Assess Outcomes Related to Xerostomia, Mucositis, & Dysphagia",True,0,6,37,18,8,4
NCT00247676,An International Phase 2 Study Of SU011248 In Patients With Inoperable Liver Cancer,True,0,24,37,48,97,1
NCT02462876,Evaluation of the GORE® VIABAHN® Endoprosthesis for the Treatment of Popliteal Artery Aneurysm (PAA),True,3,32,0,50,0,1
NCT00983476,Web-Based Delivery of MOVE! to Veterans With Serious Mental Illness (SMI),True,0,5,0,5,0,3
NCT00544076,ED Recovery in Men Age </=65 Treated With Bilateral Nerve Sparing Robotic Assisted Prostatectomy for...,True,0,0,67,0,77,3
NCT04512976,Exercise in Burn Survivors: Cooling Modalities,True,0,0,0,0,0,6
NCT03345576,Testosterone and Long Pulse Stimulation After SCI,True,0,2,1,1,1,2
NCT01467076,Inhaled Prostaglandin E1 (IPGE1) for Hypoxemic Respiratory Failure (NHRF),True,0,2,0,6,0,3
NCT01717976,Discharge Information and Support for Patients Receiving Outpatient Care in the Emergency Department,True,5,39,0,15,0,2
NCT02741076,Discontinuation vs Continuation of Long-term Opioid Therapy in Suboptimal and Optimal Responders Wit...,True,0,1,19,1,28,4
NCT03821376,Correlation of Renal Mass Pathologic Grade and Contrast Enhanced Ultrasound (CEUS),True,0,0,0,0,0,1
NCT00537576,Safety Study of Lactobacillus Administered Vaginally to Healthy Women,True,0,0,12,0,7,6
NCT01242176,Relative Bioavailability of Empagliflozin (BI 10773) (Final Formulation) Compared to Empagliflozin (...,True,0,1,5,1,1,2
NCT00139776,"Study Of ""Continuous Use"" Of Celecoxib Vs. ""Usual or Intermittent Use""",True,0,16,488,20,329,2
NCT02569476,BGB 3111 in Combination With Obinutuzumab in Participants With B-Cell Lymphoid Malignancies,True,34,62,119,97,98,1
NCT01093027,Electrophysiological Study of the Effects of Limb Cooling on Essential Tremor,True,0,0,0,0,0,2
NCT03095027,Clinical Performance of a Silicone Hydrogel for Daily Disposable Wear,True,0,0,0,0,0,2
NCT02170727,A Phase 3 Study of a Daclatasvir/Asunaprevir/BMS-791325 Fixed Dose Combination (FDC) in Subjects Wit...,True,0,2,82,3,12,2
NCT01122927,Safety and Tolerability of Aripiprazole in Adolescents With Schizophrenia or Children and Adolescent...,True,0,51,234,25,7,2
NCT00305227,Intravaginal LACTIN-V for Prevention of Recurrent Urinary Tract Infection,True,0,0,53,0,15,2
NCT02409927,Effect of MCT Emulsification on Ketogenesis in Human Adults,True,0,0,4,0,6,1
NCT03925727,Tavilermide Ophthalmic Solution for the Treatment of Dry Eye,True,1,5,25,5,1,3
NCT01831427,"Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of GS-5745 (Andecaliximab)...",True,0,9,78,5,37,14
NCT02767427,The Value of Home Chlorhexidine Pre-Surgical Wash Before Spine Surgery,True,0,0,0,0,0,2
NCT01672827,Effectiveness of an Electronic Training Program for Orienting and Interpreting [18F]Flutemetamol Pos...,True,0,0,0,0,0,1
NCT00801827,PET Imaging and Bariatric Surgery,True,0,0,0,0,0,1
NCT04655027,A Study to Investigate the Effect of Roxadustat Versus Recombinant Human Erythropoietin (rHuEPO) on ...,True,0,0,7,0,7,2
NCT03241927,Pembrolizumab Effects on NK Cell Exhaustion in Melanoma (Merck NK-IIT),True,0,0,1,0,7,2
NCT03769376,Histologic Comparison of Healing After Tooth Extraction With Ridge Preservation Using Two Different ...,True,0,0,0,0,0,2
NCT00975676,Study of Estrogen Levels in Premenopausal Women Who Have Undergone Surgery for Breast Cancer and Are...,True,0,0,0,0,0,2
NCT05607576,Dexcom G6 for Total Pancreatectomy With Islet Autotransplantation (TPIAT) Patients,True,0,0,0,0,0,1
NCT04418076,Project SMART Automated Pillbox Study,True,1,0,0,0,0,4
NCT04230876,Auditory Training and Hearing Aid Satisfaction,True,0,0,0,0,0,2
NCT01576276,A Brain Imaging Study of Opioid (Morphine) and Non-opioid (Ketorolac) Conditioning Effects,True,0,0,6,0,1,2
NCT00841776,Comparative Antimicrobial Efficacy of Two Topical Acne Therapies for the Treatment of Facial Acne,True,0,0,10,0,7,2
NCT01654276,Effects of Hyperuricemia Reversal on Features of the Metabolic Syndrome,True,0,0,0,1,0,1
NCT03485976,Ixekizumab in the Treatment of Pityriasis Rubra Pilaris (PRP),True,0,0,8,0,12,1
NCT02782676,Clinical Investigation of the Bacterially-Derived Healon5 Ophthalmic Viscosurgical Device (OVD),True,0,48,347,12,9,2
NCT02635776,Peanut Allergy Oral Immunotherapy Study of AR101 for Desensitization in Children and Adults (PALISAD...,True,0,12,538,9,73,4
NCT02354976,A Double-blind Randomized Placebo-controlled Study Comparing Epanova and Fenofibrate on Liver Fat in...,True,0,1,40,1,42,3
NCT02653976,A Phase 2 Study of SP-02L in Patients With Relapsed or Refractory Peripheral T-cell Lymphoma (PTCL),True,6,30,64,37,33,1
NCT05082376,Clinical Study to Evaluate the Efficacy of an Over-the-counter (OTC) Sunscreen Lip Balm,True,0,0,0,0,0,1
NCT04871776,Use of Construal Level Theory to Inform Messaging to Increase Vaccination Against COVID-19,True,5,0,0,0,0,3
NCT01594476,Early Postpartum Intrauterine Device (IUD) Placement,True,0,0,2,0,1,2
NCT00958776,A Study to Evaluate the Efficacy and Safety of IV Peramivir in Addition to Standard of Care Compared...,True,0,28,105,27,19,2
NCT02962076,Study of Cardiac PET/CT Imaging to Guide Ablation Treatment of Ventricular Tachycardia,True,0,0,0,0,0,1
NCT04819776,Evaluation of Efficacy and Safety of Iloperidone in the Acute Treatment of Manic or Mixed Episodes A...,True,0,5,113,5,7,2
NCT00701376,Hepatic Effects of Gastric Bypass Surgery,True,2,2,0,3,0,1
NCT01913327,Antipsychotic Effects on Brain Function in Schizophrenia,True,0,0,0,0,0,2
NCT00679627,A Study of Galantamine Used to Treat Patients With Mild to Moderate Alzheimer's Disease,True,0,252,283,191,3,2
NCT03256227,Improving Veteran Adherence to Treatment for PTSD Through Partnering With Families,True,0,4,37,2,3,2
NCT01893827,Extended-Release vs. Oral Naltrexone Alcohol Treatment in Primary Care,True,2,42,37,3,23,2
NCT03862027,Safety of Optimal PEEP in NSICU Patients,True,0,0,0,0,0,1
NCT04181827,"A Study Comparing JNJ-68284528, a CAR-T Therapy Directed Against B-cell Maturation Antigen (BCMA), V...",True,133,196,415,164,61,2
NCT00938327,Reactogenicity and Safety of GlaxoSmithKline (GSK) Biologicals' Rotarix™ (Human Rotavirus Vaccine) i...,True,0,0,133,0,22,1
NCT02807480,Approach-Avoidance Conflict-a Multi-level Predictor for Therapy Response,True,0,0,1,0,1,2
NCT01295580,Comparative Study of Safety and Efficacy of Two Hyaluronic Acids for the Treatment of Knee Osteoarth...,True,0,9,76,9,2,2
NCT00167180,Post Transplant Donor Lymphocyte Infusion,True,34,11,23,6,59,2
NCT02100280,The Effect of Deep Block Versus Moderate Block on the Stress Response After Laparoscopic Gastrectomy,True,0,0,0,0,0,2
NCT01419080,Patient-centered Outcomes Related to TReatment Practices in Peripheral Arterial Disease: Investigati...,True,0,30,0,1,0,1
NCT02708680,Randomized Phase 2 Study of Atezolizumab and Entinostat in Patients With aTN Breast Cancer With Phas...,True,45,34,72,43,91,3
NCT01651780,"Open-label, Randomized Trial in Participants Undergoing TAVR to Determine Safety & Efficacy of Bival...",True,0,228,143,101,5,2
NCT00310180,Hormone Therapy With or Without Combination Chemotherapy in Treating Women Who Have Undergone Surger...,True,0,0,0,0,0,4
NCT02257580,The Effect of Intravenous EACA on Blood Loss and Transfusion Requirements After Bilateral VRO,True,0,0,0,0,0,2
NCT02032680,Comparison of E-health vs. In-person Multi-Family Group (MFG),True,0,0,0,0,0,2
NCT03144180,Compare the Q-Cup With Other Umbilical Cord Blood Collection Techniques,True,0,0,0,0,0,2
NCT01539980,Clinical Study on Silk Sericin Wound Dressing for Split-thickness Skin Graft Donor Sites Treatment,True,0,0,2,0,1,1
NCT05784662,Social Workers Addressing Firearm Risk,True,0,0,0,0,0,2
NCT00254462,Atomoxetine for Treating Attention Deficit Hyperactivity Disorder in Young Children,True,0,0,29,0,12,2
NCT05472662,A Study to Compare the Effects of Two Propellants in Adults With Mild Asthma,True,0,0,4,0,5,2
NCT01746862,A Phase 3 Study to Evaluate the Safety and Efficacy of Saizen® in Children With Idiopathic Short Sta...,True,0,4,60,7,60,2
NCT03245762,Intranasal Oxytocin for Infants With Prader-Willi Syndrome,True,0,0,0,0,0,2
NCT03933462,A Study for the Assessment of the Benefits of a Novel Mesh Nebulizer in the Treatment of Patients Wi...,True,0,2,1,1,1,2
NCT02889562,Apixaban Versus Warfarin for the Management of Post-operative Atrial Fibrillation,True,0,2,21,2,5,2
NCT00108862,Immediate Versus Deferred Start of Anti-HIV Therapy in HIV-Infected Adults Being Treated for Tubercu...,True,0,99,780,55,35,2
NCT03119662,A Study to Explore the Renal Safety of Visipaque Injection 320 mgI/mL in Patients With Chronic Kidne...,True,0,1,0,1,0,2
NCT01178762,The Effect of Oral Azithromycin in the Treatment of Chlamydial Conjunctivitis,True,0,0,0,0,0,1
NCT04844762,Addiction and Behavior Related to Menthol Cigarette Substitutes,True,0,0,15,0,17,4
NCT01397162,Dose Finding Study on BI54903 (Inhaled Corticosteroid) Administered Twice Daily Via Respimat® Inhale...,True,0,0,4,0,2,5
NCT03646162,Study of VERU-944 to Ameliorate Hot Flashes in Men With Advanced Prostate Cancer,True,0,3,34,3,50,3
NCT03406962,MGTA-456 in Patients With Inherited Metabolic Disorders Undergoing Hematopoietic Stem Cell Transplan...,True,2,8,8,7,10,1
NCT01566162,"A Twelve Week, Open Label Extension Study in Patients With Schizophrenia",True,0,13,34,6,8,1
NCT00357162,Belinostat in Treating Patients With Myelodysplastic Syndromes,True,0,10,21,20,60,1
NCT05059262,Study of Vimseltinib for Tenosynovial Giant Cell Tumor,True,1,18,145,18,42,2
NCT01572662,Allogeneic Transplantation Using Timed Sequential Busulfan and Fludarabine Conditioning,True,124,14,184,23,53,2
NCT01594762,Pexiganan Versus Placebo Control for the Treatment of Mild Infections of Diabetic Foot Ulcers,True,0,10,6,8,2,2
NCT00218062,Effectiveness of Modafinil and D-amphetamine in Treating Cocaine Dependent Individuals,True,0,0,6,0,5,4
NCT01000662,Study Comparing Whole Breast Radiotherapy With a Daily Versus a Weekly Tumor,True,0,0,161,0,7,2
NCT05576662,Paxlovid for Treatment of Long Covid,True,0,4,148,4,34,2
NCT02405962,Training Parents by Acceptance and Commitment Therapy for Managing Childhood Asthma Care,True,0,0,0,0,0,2
NCT01719562,MRI in Detecting Heart Damage in Patients With Cancer Receiving Chemotherapy With Exercise Capacity ...,True,1,0,1,0,1,2
NCT02961062,Study of SAF312 as an Eye Drop for Treatment of Eye Pain Following Photorefractive Keratectomy (PRK)...,True,0,0,13,0,13,2
NCT02022462,Project Bridge: Peer Health Navigator Intervention,True,3,0,0,0,0,2
NCT04899362,The Impact of Serial Remote Ischemic Conditioning on Dynamic Cerebral Autoregulation in Healthy Adul...,True,0,0,0,0,0,1
NCT03009162,Study of Oral Lasmiditan in Participants With Normal and Impaired Renal Function,True,0,0,12,0,17,2
NCT02898662,AZD1419 Ph2a Study,True,0,4,33,4,7,2
NCT04465162,Radiation Therapy Alone for the Treatment of Stage 1 and 2 Mucosa-Associated Lymphoid Tissue (MALT) ...,True,11,0,28,0,21,1
NCT02534129,Topical Use of Difinsa53™ to Prevent Radiation Dermatitis,True,0,0,0,0,0,2
NCT01563029,A Dose-ranging Study of Fluticasone Furoate (FF),True,0,2,120,2,10,5
NCT02991729,Use of a Novel Computerized Decision Aid for Prenatal Aneuploidy Screening,True,0,0,0,0,0,2
NCT00408629,Efficacy and Safety of Adalimumab in Subjects With Moderately to Severely Active Ulcerative Colitis,True,0,124,485,56,11,3
NCT04233580,Characterization of AmnioExcel Plus in Two Treatment Paradigms,True,0,11,16,5,3,2
NCT00381680,Low-Dose or High-Dose Vincristine and Combination Chemotherapy in Treating Young Patients With Relap...,True,0,51,255,47,220,2
NCT01347580,A 30 Day Study to Evaluate Efficacy and Safety of Pre-hospital vs. In-hospital Initiation of Ticagre...,True,0,283,998,141,12,2
NCT05072080,A Phase 3 Trial of the VLP-Based Chikungunya Vaccine PXVX0317 (CHIKV VLP Vaccine),True,1,24,1192,27,7,4
NCT02496780,The Impact of Insulin Therapy on Protein Turnover in Pre-Diabetic Cystic Fibrosis Patients,True,0,0,15,0,7,4
NCT01952080,"A Pharmacokinetic, Safety, and Pharmacodynamic Study of Teduglutide in Pediatric Subjects With Short...",True,0,20,42,25,60,4
NCT01621880,Effect of Bevacizumab on Radiation-induced Brain Necrosis in Patients With Nasopharyngeal Carcinoma,True,0,2,51,2,11,2
NCT01385280,Pilot Study Estradiol Followed by Exemestane Hormone Receptor + Metastatic Breast Cancer,True,0,5,4,5,4,1
NCT02343380,"Timing of Caloric Intake, Diet-induced Thermogenesis and Hormonal Pattern",True,0,0,0,0,0,2
NCT02013180,Zinc/PSA Ratio as a Novel Biomarker for Prostate Cancer Detection,True,0,0,0,0,0,2
NCT00607880,Study Comparing Two Types of Ports in Patients With Cancer Receiving Intravenous Chemotherapy,True,0,9,0,2,0,2
NCT01547780,Translocator Protein and Inflammation After Traumatic Brain Injury,True,0,0,0,0,0,4
NCT00657280,Study of the Effect of Sitagliptin on Glucose (Sugar) Metabolism in Patients With Heart Failure,True,0,0,0,0,0,1
NCT02470780,Treating Bacterial Overgrowth in Parkinson's Disease,True,0,0,0,0,0,2
NCT04319380,"Seasonal Malaria Vaccination (RTS,S/AS01) and Seasonal Malaria Chemoprevention (SP/AQ) Extension Stu...",True,16,43,0,1,0,3
NCT00980980,Cluster Randomized Trial of Hospitals to Assess Impact of Targeted Versus Universal Strategies to Re...,True,0,0,7,0,3,3
NCT02426580,Dietary Education Intervention Impact on Dietary Protein Intake in PD,True,4,0,1,0,1,2
NCT00575380,Study of AzaSite Versus Vigamox Concentrations in the Conjunctiva and Aqueous Humor in Subjects Unde...,True,0,0,5,0,1,2
NCT01802580,Using an Internet Study to Improve Adherence for Psoriasis Patients,True,0,0,2,0,2,2
NCT00419380,Treatment of Clogged Tympanostomy Tubes: An Off-Label Use of Dornase Alfa (Pulmozyme®),True,0,0,22,0,5,2
NCT00802880,Dacarbazine for Metastatic Soft Tissue and Bone Sarcoma,True,0,16,80,18,125,1
NCT00137280,"Implementing Effective, Collaborative Care for Schizophrenia (EQUIP-2)",True,0,0,0,0,0,2
NCT01253980,Antibiotic Efficacy in Pneumonitis Following Paraffin (Kerosene) Ingestion in Children,True,0,0,0,0,0,2
NCT01602380,A Global Study to Compare the Effects of Fulvestrant and Arimidex in a Subset of Patients With Breas...,True,316,75,252,72,20,2
NCT01066780,ClearVoice Sound-processing Strategy for AB HiRes 120 Cochlear Implant Users,True,0,0,0,0,0,1
NCT00700180,A Study of Avastin (Bevacizumab) in Combination With Carboplatin-Based Chemotherapy in Patients With...,True,0,110,269,75,43,2
NCT02910362,Intra-surgical Evaluation of CATS Tonometer Prism and Abbott Medical Optics Versus Alcon Phacoemulsi...,True,0,0,0,0,0,2
NCT00127062,Health Effects of Diesel Exhaust in Asthmatic Patients: A Real-world Study in a London Street,True,0,0,0,0,0,4
NCT02162862,Treating Disrupted Sleep in Individuals With Inflammatory Bowel Disease,True,0,0,0,0,0,3
NCT01740362,"Pharmacokinetics Of CP-690,550 In Patients With Impaired Renal Function",True,0,0,4,0,3,4
NCT01052662,Memantine-enhanced Buprenorphine Treatment for Opioid-dependent Young Adults,True,0,0,56,0,7,3
NCT01970462,Use of Sitagliptin for Stress Hyperglycemia or Mild Diabetes Following Cardiac Surgery,True,0,0,0,0,0,2
NCT01297062,A Safety Study to Assess the Effects of Therapeutic and Supratherapeutic Exenatide Concentrations on...,True,0,1,83,1,14,3
NCT01376362,Topical Interferon Gamma for Macular Edema Secondary to Uveitis,True,0,0,0,0,0,1
NCT02918162,Perioperative Chemo and Pembrolizumab in Gastric Cancer,True,8,9,35,16,88,1
NCT00557362,Therapeutic Exploratory Study of Comparing Natamycin and Voriconazole to Treat Fungal Corneal Ulcer,True,0,20,11,2,5,4
NCT00441129,Obtain a Good Blood Glucose Control With the Paradigm Real Time System,True,0,8,41,6,46,2
NCT02388880,Effect of Intrathoracic Pressure Regulation on Decreased Cerebral Perfusion (4hour),True,0,2,1,2,1,1
NCT03534180,Venetoclax and Romidepsin in Treating Patients With Recurrent or Refractory Mature T-Cell Lymphoma,True,6,5,9,6,102,1
NCT01994980,Duration of Antibiotic Treatment for Early VAP (DATE) Trial,True,0,0,0,0,0,2
NCT04628780,Study to Test the Safety and Tolerability of PF-07209960 in Advanced or Metastatic Solid Tumors,True,8,26,33,46,145,6
NCT00004980,"Repetitive Transcranial Magnetic Stimulation for ""Voices""",True,0,0,19,0,1,2
NCT00542880,Evaluation of Onset of Effect in Patients With Severe Chronic Obstructive Pulmonary Disease (COPD) T...,True,0,4,0,2,0,2
NCT00805480,Multiple-loading Dose Regimen Study in Patients With Chronic Plaque-type Psoriasis,True,0,7,59,8,19,4
NCT01018680,A Study Comparing Duloxetine Versus Placebo in Patients Taking a Nonsteroidal Anti-inflammatory Drug...,True,0,8,296,9,52,2
NCT01719380,"Study of LGX818 and Cetuximab or LGX818, BYL719, and Cetuximab in BRAF Mutant Metastatic Colorectal ...",True,0,94,156,110,460,10
NCT01935180,Does Cap Assisted Colonoscopy Improve Detection of Adenomatous Polyps? (CAP Trial),True,0,0,0,0,0,2
NCT01801280,Influence of Pantoprazole on the Bioavailability of MMF and EC-MPS,True,0,2,11,2,1,4
NCT00785980,Drug - Drug Interaction Study of Quinine Sulfate and Ciprofloxacin,True,0,0,13,0,13,3
NCT03712280,MNK6106 for Liver Disease (Hepatic Cirrhosis) That in the Past Has Affected the Brain (Hepatic Encep...,True,0,2,24,4,26,4
NCT01103180,Selective Serotonin Reuptake Inhibitors (SSRIs) in Borderline Personality Disorder,True,0,0,0,0,0,2
NCT00532480,Study of Brain Response to Emotional Pictures Using a fMRI While on Duloxetine,True,0,0,10,0,13,1
NCT03296280,Evaluation of Implementation of a National Point-of-Care Ultrasound Training Program,True,0,0,0,0,0,2
NCT02725580,Gene Therapy For Children With Variant Late Infantile Neuronal Ceroid Lipofuscinosis 6 (vLINCL6) Dis...,True,0,7,13,13,98,1
NCT02782780,Cognitive Behavioral Therapy for Insomnia for Gulf War Illness,True,0,0,0,0,0,2
NCT01565980,Mindfulness Therapy for Individuals With Lung Cancer,True,0,0,0,0,0,2
NCT02559180,Treatment of Diabetic Macular Edema With Aflibercept in Subjects Previously Treated With Ranibizumab...,True,1,4,0,4,0,1
NCT00865280,Study the Safety and Efficacy of PTK 0796 in Patients With Complicated Skin and Skin Structure Infec...,True,1,4,107,5,42,2
NCT04908280,Study of Ruxolitinib Cream for the Treatment of Discoid Lupus Erythematosus,True,0,0,0,0,0,1
NCT00041080,"Tamoxifen Compared With Thalidomide in Treating Women With Ovarian Epithelial Cancer, Fallopian Tube...",True,0,4,66,14,19,2
NCT01147380,Safety Study of Liver Natural Killer Cell Therapy for Hepatoma Liver Transplantation,True,0,0,0,0,1,2
NCT04341662,A Clinical Trial to Study the Effectiveness of a Care Bundle to Prevent Bleeding After a Woman Has G...,True,45,39,0,1,0,2
NCT03568162,Phase 2b Study to Evaluate the Efficacy and Safety of ISB 830 in Adults With Moderate to Severe Atop...,True,1,20,428,16,379,8
